,tweet,target
1725,More snow in Boise than here in the AK ,0
1726,I'm the most  person whn i am at home i guess..cuz thn u huv enough time to think abt all the nonsense!!,1
1727,Don't ever frown upon someone chasing a dream. Remember you were once chasing one too. HUMILITY ......,0
1728,Reject . Turn off your tv's or media emitting PsyOps sentiment analysis algorithms of hopelessness. Choose ! ???‡??‘�??�¼??’¯??‘¼??�¼â€¦,0
1729,I am so ready for an #adventure starting to get #bored and #restless need a buddy to #explore with someone who likes to do new things,0
1730,Nobody has ever felt as bad I feel today  ,1
1731,"I was at my aunt's, all happy with my cousins and no music. My dad picks me up and he starts arguing with me now I need my music ",0
1732,Perpetrators admit that it was never the fault of the victim.  Scarred and faultless are the victims of sexual violation. ,0
1733,"If you have NEVER experienced , you can’t pass—& shouldn’t be passing— on decisions people make out of hopelessness & utter desperation.  Trust me, I know!   to the hopeless, they’ll buy it!",0
1734,YOU MIGHT BE TRYING TO FILL THE VOID IN YOUR #HEART WITH ALL SORTS OF THINGS BUT THAT PLACE BELONGS TO JESUS CHRIST #music #worry #love #SMM,0
1735,"@chuckwoolery I Feel sick reading this, when does it end? #dread #civil war? #sad",1
1736,This ruined my whole Sunday!,0
1737,??’•it will be alright ??’•    pic.twitter.com/9yAw9Ze9BT,0
1738,I'm stuck in a situation ! Wanna get rid of this but ways are closed ! Trapped !     ,0
1739,"You can be discouraged by failure or you can learn from it. -- Thomas J. Watson,#motivationalquote,#success",0
1740,"The fourth day you didn't refill your medication because the price was too exorbitant, even with a coupon.   returns",1
1741,@superdupertashy What's with the frown? Cheer up!,0
1742,"Wish I was one of those girls that has a dad that would do anything for them, not a jerk of a sperm donor ",1
1743,Everyday I can't wait to sleep ,1
1744,@AngelaKochuba Thanks for following! Have a #joyful day!,0
1745,Start rehearsals for RSC Open Stages Macbeth next Sunday! Should be good if I can get in the mood! ,0
1746,Woke up looking at my poor shattered phone ,0
1747,when you try your best but you don't suceed!!!😞😭😭😰😰😢😢#Sad #alone #tears #b #bored #boredtodeath,1
1748,"""@freedrugrehabs: Addiction goes beyond drugs and alcohol. When you're , anything has the potential to control your life""ben there",0
1749,My joy is not so light that I will allow Mondays shenanigans to take it away. Hello Tuesday I greet you with a smile,0
1750,Deer season has flown by this year... ,0
1751,The enjoyment of seeing the same thing your ex did to you happen to them! #karma #😂 #whatgoesaroundcomesaround,0
1752,My dads big day is only less than 2 weeks away. 😱 #excited,0
1753,Working New Year's Eve ???? Not going to Newcastle tomorrow ???§ ,0
1754,Its hard to fix my life when I'm surrounded by negativity 24/7.... ,1
1755,My dad *beating my mom*  Me in the other room trying to distract my siblings so they can't  hear my mom crying:  pic.twitter.com/oJDoPee3AB,1
1756,Sometimes we need to revisit old places of pain to heal. ,0
1757,This algorithm can guide management of the next  or Suicidal patient you see in your ED.  covers this complicated and critical Chief Complaint. pic.twitter.com/z3EKgdKzY0,0
1758,#Two legged stool sample... #humor #serious #comedy,0
1759,Sadness overcomes. Darkness beats light. Numbness is relief.  ,1
1760,I want some dick.  ????,0
1761,Damn I don't wanna go to work. :(  lmao,0
1762,"If I did not have to work, I would lay in bed all and talk to no one. ",1
1763, is a harsh illness I'm a sufferer n wen your at your lowest it's hard to get back up again if u do have depression tell someone,1
1764,Anybody wanna switch places with me and go back to Hawaii tomorrow?!,0
1765,Just gunna sit here and chew til my gums bleed.. ,1
1766,When Austin lets u take a rest day #tears #happy #crying #amazing #bestdayever #kindasad #cantfeelmyarms #actuallydieing,0
1767,"Life is a privilege. Don't waste it on the b.s. emotion of . Celebrate life's silver linings, be parent and inspired.",0
1768,We can never allow degradation of self so low by external events that we as human beings ever give up or give in to feeling .â€¦,0
1769,112    ?????????????????????    ??????????????????   ??????????????????????????????????  ????????????????????????????????????????????????????????????????????   ????????????????????????????????????????????????????????????????????????????????????????   ??????????????????????????   ???????????????????????????,0
1770,So my blood pressure is back up,1
1771,"I managed a continuous 118 day remission in  in 2016,though it was preceded by one of the longest&toughest episodes of depression",0
1772,Well I've made the step towards a better 2015 by admitting I need help ,1
1773,Doing absolutely fuck all tonight :(  ,1
1774,"I always love my family, I always love you as my sister, but not anymore. You are not the same.   ",0
1775, damn blizzard in rankin making me wait longer to see my babe ???©,0
1776,Never underestimate yourself ; you might be the little voice of reason.... #do #good #believe #rise #communicate #respect #love #everyone 😘,0
1777,I don't know why these whole things are happening to me. I feel so  and . I don't know what to say to my parents too. ,1
1778,I wish I wasn't so emotionally all over the place. I feel bad 4 people who have 2 deal with me. I'm such a fuck up... ???£  ,1
1779,Bless me O friends for I've burst the bubble of #happiness &amp; replaced it with #contentment.\n\nEcstasy of the #unstrucksound is pure #Bliss 🙏,0
1780,I'm ready to jus turn my phone off ????,0
1781,better care about yourself than about others because others wont care about you #lonely #sad #depressed,1
1782, Dems after Kerry's speech???±???µ???·  pic.twitter.com/FpduyGjA7M,0
1783,I need a job! Sick of Fredericton. Got to head west like everyone else   ,1
1784,Beautiful morning at the beach on Anna Maria Island with my wife. #vacation #blessed #happy,0
1785,Can't believe I'm gonna end this year feeling like ??’©.   ,1
1786,"Perhaps she's the ghosts of past, present & future, all rolled into one. But then there might be hope, & I'm not sure there is ",0
1787,'s  is our . What's yours?,0
1788,What a blah day!   pic.twitter.com/sQaReKF3Ly,0
1789,New year's eve is so sad to me because it's when my most beloved band split up.    ???–,0
1790,"My phone is now strictly for music, memes, twitter, and YouTube bcx nobody calls or texts me???? ",1
1791,Thx @DirectEnergy for hosting us @StampedeShaker ❤️ my boys @TomCochraneMUS @Trooper @Sloanmusic 😍 #great #nite,0
1792,"Personally, I do not have the ""energy"" to celebrate Christmas -___-  ",1
1793,#NoBetterFeelingThan teetering right on the edge..\n\n#joy #pleasure #happiness #bliss #anticipation,0
1794,My boyfriend told me he is tired of my shit. I keep on hearing that sentence out of a big fight. No one realizes that i don't want this shit. I was raped by two men when i was 15. And i found out my dad isn't my real dad. My real dad wanted me aborted,1
1795,I couldn’t be with people and I didn’t want to be alone.,1
1796,Holding a #grudge is like allowing someone to #live #rent #free in your #head #WednesdayWisdom #MotivationalQuotes,0
1797,The real question is: why isn't he worth the investment as a long-term romantic partner?,0
1798,Went to see The Big Short.,0
1799,Happy New Year from !  We hope it is a year filled with joy and that we can work together to tackle  in Australia  pic.twitter.com/zMsgPqkfbi,0
1800,134   ????????????????????????????????????????????????????????????????????????????????   ????????????????????????.......   ???????????????????????????????????????????   ????????????????????????   ?????????????????????????????????????   ????????????.......  ???????????????????????????????????????????????????.......,0
1801,Victoria secret has a sale but my wallet is dry af'????,1
1802,I spent hundreds of dollars on makeup online to cover my ugly face ;-;   ,1
1803,148  ??????????????????????   ??????????????????????????????????????????ww  ?????????w   ?????????????????????????????????????????????????????????   ?????????????????????????????????????????????????????   ???????????????????????????????????????,0
1804,I saw a wiener dog last night and I didn't pet it :( ,0
1805,Difficult roads often lead to Beautiful destinations! #keepgoing #keeppushing #startsomewhere #key #start,0
1806,"don't tell me to cheer up; w/no friends (i want to see), no gf, no pets, i'm prob more  than u are  ",1
1807,Talk about a roller coaster season. ,0
1808,I luv the fact how I feel so alone :'( life sucks ass I love them and I luv how family is supposed to be here 4 you well fuck it  ,1
1809,Well another day almost gone. So crawling back into my hole and hiding now.,1
1810,"All I want to do is sleep. My dreams are bizarre, but still an escape from my problems. Is this #anxiety, #depression, or both? #tiredoflife",1
1811,"Try to understand the blackness, lethargy, hopelessness, and loneliness theyâ€™re going through. ",0
1812,@GaryClarkJr  seriously best turn out for blues i have ever seen. #amazing,0
1813,how do i get my dad to stop looking at me like something broken that needs fixing  ,1
1814,@executivegoth I tried a free Alpha trial to watch #dread and I'm sold. Worth the subscription alone. You all are incredible!,0
1815,I'm sad/depressed again & it's my fault for not changing it.,1
1816,I love watching the bats in the evenings over the vegetable garden. #bliss #happy #urbanfarm,0
1817,"Whenever u have a bad day, just remember that there's a bitch stalking you like it's their religion just to see if ur happier than them 😘",0
1818,"I got $150 on McGregor, who wanna bet? #serious",0
1819,Geometric Design 80W Vape Kit  pic.twitter.com/qTuOiX6PO9,0
1820,"Very apt as I'm currently sat in the pharmacy, waiting for my latest batch of drugs!    ",1
1821,"Never stay silent or let anyone intimidate you into silence.  Lets make the world a better, safer place for kids #wallofsilence",0
1822,It's time like this that the lord is testing me and I just want give up. Just kill me now!   ,1
1823,140  ?????????????????????????????????????????????????????????????????????????????????????  ?????????????????????????? ?????????w   ???????????????????????????????????????????????????????????????????????????????????ww   ?????????w.......   ??????????????????????????????w    ????????????????????????,0
